id,nft_id,name,owner,dna,image,background,deep_water_glare,species,gene,mood,artwork,artist_signature,n_traits,background_rarity,deep_water_glare_rarity,species_rarity,gene_rarity,mood_rarity,artwork_rarity,artist_signature_rarity
0,1538,10b57e6 #0,0x0Eb21ed8543789C79bEd81D85b13eA31E7aC805b,57612e3c1581372d1d81ead1608a293b270d40c0,ipfs://bafybeiagtega7rplvxmisdplxpc47oaqnkf4vwuxnk3tb6ufe2yahnvn2i/6751.png,Caribbean Flair,Swift Haze Glare,Langoustine,Misty,None,None,None,4,0.012294474892608502,0.010665086653829063,0.19804473411346468,0.05199229743741668,0.9506739742260406,0.9663753517997333,0.9863723892756628
1,3119,10b57e6 #1,0x326652CD2D325A5B5AE80bE9b5831A4486251da4,bf93ff3f043415ed33b240daf91a9480a299e256,ipfs://bafybeiagtega7rplvxmisdplxpc47oaqnkf4vwuxnk3tb6ufe2yahnvn2i/1.png,Arctic Fade,None,Mudcrab,Untextured,None,None,None,3,0.11124277884757813,0.794845208117316,0.31417567767738114,0.17227077470004443,0.9506739742260406,0.9663753517997333,0.9863723892756628
2,4502,10b57e6 #2,None,71aa4df565abfaba138de5f7f6f0c187ec8aa2dd,ipfs://bafybeiagtega7rplvxmisdplxpc47oaqnkf4vwuxnk3tb6ufe2yahnvn2i/2.png,Arctic Fade,Circular Sun Rays Glare,Langoustine,Untextured,None,None,None,4,0.11124277884757813,0.010665086653829063,0.19804473411346468,0.17227077470004443,0.9506739742260406,0.9663753517997333,0.9863723892756628
3,2754,10b57e6 #3,0x0Ddf1Db7d4e4eA20510682722F93E639baC6C036,fb206af08bfd67195295428462773eccc4be33f7,ipfs://bafybeiagtega7rplvxmisdplxpc47oaqnkf4vwuxnk3tb6ufe2yahnvn2i/3.png,Arctic Fade,None,Lobster,Earth Circle 06,None,None,None,3,0.11124277884757813,0.794845208117316,0.10472522589246037,0.030662124129758554,0.9506739742260406,0.9663753517997333,0.9863723892756628
4,2391,10b57e6 #4,0x10d12277A6a6D24ea560859963AFD0e61Bc9D8Ba,b4a1bfd4ad1a779a0616c8b5235abf7b6f589f7f,ipfs://bafybeiagtega7rplvxmisdplxpc47oaqnkf4vwuxnk3tb6ufe2yahnvn2i/4.png,Arctic Fade,None,Langoustine,Untextured,None,None,None,3,0.11124277884757813,0.794845208117316,0.19804473411346468,0.17227077470004443,0.9506739742260406,0.9663753517997333,0.9863723892756628
5,1268,10b57e6 #5,0x3bc482b13EAf5C69D16a257584cF75b5Ea82604a,ec4b628a9db3f6f8b75f3db4a73fb4ef761cccff,ipfs://bafybeiagtega7rplvxmisdplxpc47oaqnkf4vwuxnk3tb6ufe2yahnvn2i/5.png,Arctic Fade,Fading Fast Glare,Shrimp,Untextered,None,None,None,4,0.11124277884757813,0.010665086653829063,0.3830543623166938,0.11953784624500075,0.9506739742260406,0.9663753517997333,0.9863723892756628
6,1812,10b57e6 #6,0x64A35770c035Cde4163C3535D6FA5485B1C5b140,27d1746570d0e4580d0556e0b53f24107d1a3744,ipfs://bafybeiagtega7rplvxmisdplxpc47oaqnkf4vwuxnk3tb6ufe2yahnvn2i/6.png,Arctic Fade,None,Shrimp,Misty,Spicy,None,None,4,0.11124277884757813,0.794845208117316,0.3830543623166938,0.05199229743741668,0.015701377573692787,0.9663753517997333,0.9863723892756628
7,5491,10b57e6 #7,None,3f4ecec8d00484ed9402300659277ba06137c51e,ipfs://bafybeiagtega7rplvxmisdplxpc47oaqnkf4vwuxnk3tb6ufe2yahnvn2i/7.png,Arctic Fade,None,Mudcrab,Earth Circle 05,None,None,None,3,0.11124277884757813,0.794845208117316,0.31417567767738114,0.03614279366019849,0.9506739742260406,0.9663753517997333,0.9863723892756628
8,3713,10b57e6 #8,None,61fce8909474319bd63021071dfbec45647a8096,ipfs://bafybeiagtega7rplvxmisdplxpc47oaqnkf4vwuxnk3tb6ufe2yahnvn2i/8.png,Arctic Fade,None,Shrimp,Untextered,None,None,None,3,0.11124277884757813,0.794845208117316,0.3830543623166938,0.11953784624500075,0.9506739742260406,0.9663753517997333,0.9863723892756628
9,304,10b57e6 #9,0x0DC1C59c74eaE4B4261a69C9Ff6297A68D52A710,c3e0d48d5f41e56cb8112558ccb68f9842c4f3bb,ipfs://bafybeiagtega7rplvxmisdplxpc47oaqnkf4vwuxnk3tb6ufe2yahnvn2i/9.png,Arctic Fade,None,Shrimp,Earth Circle 01,None,None,None,3,0.11124277884757813,0.794845208117316,0.3830543623166938,0.03406902681084284,0.9506739742260406,0.9663753517997333,0.9863723892756628
